bank,review,rating,date,source,cleaned
CBE,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,Google Play,it is good app and really user friendly but it not possible to start service after the app is uninstalled or device phone is changed so please make it easy for us after once you set us the requirements in your office we should have to use it only by install and launch it we do not have to visit the near by branch office every time for such silly businesses but important things in addition to that why is that for hidding senders name or account number how can i know who tranfers to me
CBE,very good app,5,2025-09-05,Google Play,very good app
CBE,jabirabdala,5,2025-09-04,Google Play,jabirabdala
CBE,unfair cost of transportations... what a shame!!!,1,2025-09-04,Google Play,unfair cost of transportations what a shame
CBE,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Google Play,i think it is a good app to use easily however i have one more comment the app does not automatically sync or update the balance in real time please review this issue for example when someone transfers money the receivers app does not sync automatically it requires the user to manually initiate an update to see the current balance
CBE,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Google Play,waw i am proud my strong bank works at best even in a remote location here in malabo ecuatorial guinea mewolid mubarak cbe
CBE,zinaa Ahmed,5,2025-09-04,Google Play,zinaa ahmed
CBE,absolutely excellent,5,2025-09-04,Google Play,absolutely excellent
CBE,amazing app,5,2025-09-03,Google Play,amazing app
CBE,perfect and easy,5,2025-09-03,Google Play,perfect and easy
CBE,fastest,5,2025-09-03,Google Play,fastest
CBE,My account is not working,4,2025-09-03,Google Play,my account is not working
CBE,The recent update is not optimized fir latest version of android,2,2025-09-02,Google Play,the recent update is not optimized fir latest version of android
CBE,topp,5,2025-09-02,Google Play,topp
CBE,I appreciate it,5,2025-09-01,Google Play,i appreciate it
CBE,v.good app,5,2025-09-01,Google Play,vgood app
CBE,sahib amin jamal,1,2025-08-31,Google Play,sahib amin jamal
CBE,installi,5,2025-08-31,Google Play,installi
CBE,very good apps,5,2025-08-30,Google Play,very good apps
CBE,👍👍👍👍,1,2025-08-30,Google Play,
CBE,the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Google Play,the app say it is not compatible with ur phone can u fix it it is not updating
CBE,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Google Play,i would like to give you some feedback on current update its very nice and easy to use but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily improve and miximize the txn shown to 300 up to 500 make searchable recent txn button all in all the bank i relly on cbe my bank
CBE,tinishu titiba,5,2025-08-29,Google Play,tinishu titiba
CBE,"essy to use ,has great interface and user-friendly g",5,2025-08-29,Google Play,essy to use has great interface and userfriendly g
CBE,Yuuuuu,5,2025-08-29,Google Play,yuuuuu
CBE,I found it very much friendly,5,2025-08-29,Google Play,i found it very much friendly
CBE,"Very useful app, while we use CBE.",5,2025-08-28,Google Play,very useful app while we use cbe
CBE,woooow,5,2025-08-28,Google Play,woooow
CBE,Redmi,1,2025-08-28,Google Play,redmi
CBE,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Google Play,
CBE,kamil aweil,5,2025-08-28,Google Play,kamil aweil
CBE,In your next update can you come with night mode future,5,2025-08-27,Google Play,in your next update can you come with night mode future
CBE,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Google Play,truly super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app thus cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker thank you
CBE,mayreba app you its better if you use other banks,1,2025-08-27,Google Play,mayreba app you its better if you use other banks
CBE,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Google Play,not prefect transfer to other bank the mony not deliverd imidetliy take three or five days
CBE,let us know before you shut down the app,4,2025-08-27,Google Play,let us know before you shut down the app
CBE,excited,5,2025-08-27,Google Play,excited
CBE,amizing,5,2025-08-26,Google Play,amizing
CBE,love it,5,2025-08-26,Google Play,love it
CBE,yes it is v good,5,2025-08-26,Google Play,yes it is v good
CBE,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Google Play,a great update in the mobile banking application thanks for the system and customization department
CBE,this app is smart.,5,2025-08-26,Google Play,this app is smart
CBE,I am happy,5,2025-08-26,Google Play,i am happy
CBE,Still I have not face critical problems sometimes delay to open,4,2025-08-26,Google Play,still i have not face critical problems sometimes delay to open
CBE,ጤና ከድረ,5,2025-08-25,Google Play,
CBE,The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Google Play,the connection between bank and the app is lag relationship this must be corrected
CBE,I have forgotten mobail banking password,5,2025-08-25,Google Play,i have forgotten mobail banking password
CBE,Thank you,5,2025-08-25,Google Play,thank you
CBE,muktaar Abraahim,5,2025-08-25,Google Play,muktaar abraahim
CBE,🤞Good One,5,2025-08-24,Google Play,good one
CBE,why does it say change pin to 6 digits is that right?,4,2025-08-24,Google Play,why does it say change pin to 6 digits is that right
CBE,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Google Play,one of the worst mobile banking apps in ethiopia you cant access your txn record for more than 2 weeks
CBE,i like it and aprshat.,4,2025-08-23,Google Play,i like it and aprshat
CBE,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Google Play,the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet also we need to have a place we save our contacts where we usually send money to after update i keep loosing all the important accounts
CBE,best app and easy to use,5,2025-08-23,Google Play,best app and easy to use
CBE,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Google Play,doesnt work unless with data doesnt refresh fast other wise functions ok but after the update transferring to telebirr is not working
CBE,List of transactions can't load over months and years..,1,2025-08-23,Google Play,list of transactions cant load over months and years
CBE,transferring money to telebirr is not working,1,2025-08-23,Google Play,transferring money to telebirr is not working
CBE,I don't Like this app and there service fee is highl,5,2025-08-23,Google Play,i dont like this app and there service fee is highl
CBE,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Google Play,update update save
CBE,this application do not show over all transaction history,3,2025-08-23,Google Play,this application do not show over all transaction history
CBE,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Google Play,this app is very nice but statment history is very shiort atlist add 15 days
CBE,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Google Play,this app stooped working after i updated it it says change password and i did but it doesnt open with the new password i dont like it
CBE,best and secured application,5,2025-08-23,Google Play,best and secured application
CBE,This application is excellent .,5,2025-08-22,Google Play,this application is excellent
CBE,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Google Play,the new update is very bugged cant view the names of account holders i previously had transactions with and more recently its almost impossible to load money to telebirr always says unable to connectplease fix asap
